date;hashtag;tweet;username;intent;emotion
22/05/2020 09:07;['#indonesiaterserah', '#covid_19'];see you di surga gaes selamat hiheard immunity yang kuat dia bertahan yang kalah dia ketemu tuhan selamat ber evolusi kawan manusia sampai ketemu disana bagi yg kalah aowkwowk indonesiaterserahcovid19;;negative;anger
22/05/2020 09:02;['#goodjob', '#indonesiaterserah'];psbb tidak diperpanjang h1rekor 973 mall operasional terbatas h2rekor 973 goodjobindonesiaterserah;l;negative;fear
22/05/2020 09:01;['#stopmudikdisiplinpsbb', '#indonesiaterserah'];stopmudikdisiplinpsbbindonesiaterserah nih contoh riil penerapan psbb pictwittercom8vwpclt95b;newnormal;negative;
22/05/2020 09:00;['#indonesia', '#indonesia', '#pakjokowiistirahataja', '#indosiarbarbar', '#indonesiaterserah'];pak jokowi mundar aja istirahat dirumah jangan banyak fikiran jaga kesehatan biar mereka saja yang maju ngurusi indonesia warga 62 mah bar yaaa presiden disuruh mundur alon gitu kayak lagu indonesiapakjokowiistirahatajaindosiarbarbarindonesiaterserah;alfiraaaynb;negative;anger
22/05/2020 09:00;['#indonesiaterserah'];kan bpk bambangsoesatyo ikut nyontohin pelanggaran bukanindonesiaterserah;yulianingsih pertiwi;negative;anger
22/05/2020 08:59;['#indonesiaterserah', '#ayopeduli'];ayo kita peduli tetap mematuhi protokol kesehatan agar pandemi cepat berlaluindonesiaterserahayopeduli pictwittercombvwondgl9v;bukarlin;positive;love
22/05/2020 08:59;['#indonesiaterserah'];raga kami dan keluarga kami juga lebih pentingterserahlahindonesiaterserah pictwittercomxffc39kxb1;lucky hs ;negative;fear
22/05/2020 08:57;['#indonesiaterserah', '#psbbbelumdilonggarkan'];psbb akan diperpanjang menjadi psbbbbbbbbbbbb pembatasan sosial berskala besar belum berakhir bisa bisa bulan berikutnya bisa berkepanjangan bilamana banyak bunda bangor betebaran belanja berdesakan beli baju buat berlebaranindonesiaterserahpsbbbelumdilonggarkan;salman al farisi ;negative;fear
22/05/2020 08:54;['#indonesiaterserah'];ini indonesia kena virus corona apa virus ketololan sih mudik makin rame mall makin rame jalanan makin rame aduh semoga aja kuburan gak makin rame jugaindonesiaterserah;franky;negative;anger
22/05/2020 08:52;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bst', '#bansos'];delapan juta keluarga ditargetkan terima bansos tunai selambatnya sabtu besok cc juliaribatubara kemensosri kemensos kemensoshadir juliaribatubara bst bansos;satriya mudha;positive;love
22/05/2020 08:52;['#prank', '#indonesiaterserah', '#lindungiparamedis', '#tni_ulamabasmipki'];dendanya mengerikan pemaksaan bisa2 jd zholim kalau memang rakyat sdh gak mampu gimana prankindonesiaterserahlindungiparamedistniulamabasmipki ;bcaralahapaadany ;negative;fear
22/05/2020 08:50;['#berdamaidengancorona', '#indonesiaterserah'];herd imunity pak menterikita sholat jamaah aja di lapanganberdamaidengancorona indonesiaterserah;jufrizalgerindra;negative;anger
22/05/2020 08:50;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bansos', '#bst'];target mensos 83 juta kk terima bansos sebelum lebaran cc juliaribatubara kemensosri kemensos kemensoshadir juliaribatubara bansos bst;satriya mudha;positive;love
22/05/2020 08:49;['#indonesiaterserah'];berjuang itu tdk harus kliatan panonpalu kjauhan di sultengpalu dah simbol haluan ngiri mk nya kita ngann klw sm sm ngiri namanya kompoirapih rapih dan bersih bersih menjelang hari raya idul fitri 1441htaon dpan blon tentu bs menjalani lagiindonesiaterserah pictwittercom2u1tzeeyru;kangbendera ;positive;
22/05/2020 08:48;['#indonesiaterserah'];ga nyangka indonesia bisa kek gini pemerintah yg kurang mengurus rakyatnya sampe rakyatnya pun bilang indonesiaterserah;sahlaalisha;negative;sad
22/05/2020 08:47;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bst', '#bansos', '#kotasurakarta'];mensos pantau penyaluran bansos di surakarta cc juliaribatubara kemensosri kemensos kemensoshadir juliaribatubara bst bansos kotasurakarta;satriya mudha;positive;
22/05/2020 08:46;['#indonesiaterserah'];twitt ini buat semua orang yg ga peduli psbb ga peduli pemerintah ga peduli capeknya nakes dan ga peduli sama lingkungannyasuka suka klean dah mau ke mall kek beli baju kek mau ke mana kekindonesiaterserah;arip;negative;anger
22/05/2020 08:45;['#sanksi', '#indonesiaterserah', '#mudik', '#nekatmudik', '#jokowi'];ketika sanksi nekat mudik cuman puter balik gmn orang mau kapoktakut indonesiaterserah mudik nekatmudik jokowi pictwittercomiwujmcocq0;brianliem;negative;anger
22/05/2020 08:44;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bst', '#bansos'];masih ada orang jujur di solo dapat bst malah dikembalikan minta diserahkan ke warga miskin cc juliaribatubara kemensosri kemensos kemensoshadir juliaribatubara bst bansos;satriya mudha;positive;love
22/05/2020 08:44;['#herd_imunity', '#herd_imunity', '#indonesiaterserah'];herdimunity akan diberlakukan setelah lebaranapa itu herdimunity jika diartikan dalam bahasa jawa adalah urip karepmu mati karepmu melawan covid19indonesiaterserah;pazienza e sincera;negative;anger
22/05/2020 08:44;['#indonesiaterserah'];ga ada salahnya buat nahan ego bahkan bakal lebih bijak kalau bisa nahan ego jangan sampai malah apa yg kalian bikin jadi trigger buat orang melakukan hal yg samabosen booss cuma bolak balik kantorrumah doang bosen boss rebahan terus indonesiaterserah;arip;negative;anger
22/05/2020 08:41;['#indonesiaterserah'];teriris hati melihat anak kecil menjadi korban pandemi oleh rakyat 62 indonesiaterserah;jumardi daeng tompo;negative;sad
22/05/2020 08:41;['#indonesiaterserah'];seleksi alam sedang terjadi tidak butuh thanos kok indonesiaterserah ;stephen;negative;sad
22/05/2020 08:41;['#indonesiaterserah'];di masa kayak gini semua orang butuh refreshing bos kita kita juga kalo bukan karena kewajiban dan kalau bisa wfh udah wfh bos tapi ga ada salah nya kan buat patuh dulu bukan buat kita yg ikutin anjuran psbb buat diri kalian buat keluarga kalianindonesiaterserah;arip;negative;anger
22/05/2020 08:41;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bst', '#bansos'];sering cek langsung ke lapangan mensos pastikan realisasi bansos tunai berjalan baik cc juliaribatubara kemensosri kemensos kemensoshadir juliaribatubara bst bansos;satriya mudha;positive;love
22/05/2020 08:39;['#covid19', '#indonesiaterserah', '#sakarepmu', '#goblok', '#covid_19', '#covididiots'];wes pernah takandhani to sekali jentikan jari thanos separo umat manungso dadi debubar badha akeh wong nusantara mati amargo kelakuane dewe ngenthengke mungsuh kang ora katon sakarepmu wes cahcovid19 indonesiaterserah sakarepmu goblok covid19 covididiots;nyangkem;negative;anger
22/05/2020 08:38;['#terserahindonesia', '#indonesiaterserah'];yang bisa nutup mall sama pasar trus area publik siapa sih terserahindonesia indonesiaterserah;sinenomine03;negative;anger
22/05/2020 08:36;['#indonesiaterserah'];hampir tiap hari depan rumah pada ngantri bantuan tapi malemnya atau besoknya langsung ke toko baju indonesiaterserah pictwittercomkxxuguldcq;anis;negative;anger
22/05/2020 08:36;['#kebaikandarirumah', '#indonesiaterserah', '#coronavirus'];kebaikandarirumah indonesiaterserah mau ngulang sejarah negara lain coronavirus pictwittercom2ackm18y9l;imelda komalasari;negative;sad
22/05/2020 08:34;['#indonesiaterserah'];indonesiaterserah ungkapan hati dari tim medis yang lelah karena perjuangannya kurang diperhatikan maka setelah ini tinggal menunggu seleksi alam yg kuat yg bertahan;nate river;negative;sad
22/05/2020 08:34;['#indonesiaterserah'];indonesiaterserah maning lihat seorg tenaga medis lengkap dg apd nya ajak warga tetap staytahome tapi bla bla bla medis dah cape urus mayat covid19 bergelimangan pemerintah pusat asyik konser kebloonan pictwittercoml06fx6o5mb;si tepeng ;negative;anger
22/05/2020 08:32;['#indonesiaterserah'];kalau semua karena ekonomi mending an indonesiaterserah ;newscom;negative;anger
22/05/2020 08:31;['#indonesiaterserah', '#indonesiaambyar'];pakailah tata bahasa indonesia yang baik dan benar biar dapat di pahami oleh rakyat awam karena tidak semua rakyat bisa mencerna makna dari narasi yg anda ucapkanindonesiaterserah indonesiaambyar;dody as balitour;negative;anger
22/05/2020 08:30;['#indonesiaterserah'];klo satu keluarga ga boleh mbak klo yang model begini boleh indonesiaterserah sukasuka yang buat aturan aja pictwittercomn0qjzm93cw;gerviie;negative;anger
22/05/2020 08:29;['#indonesiaterserah'];sampai terkenal kenegri org malu2in ih btw ini temen gw lg kerja dijepang indonesiaterserah pictwittercompbkz0tupzk;putri;negative;sad
22/05/2020 08:29;['#indonesiaterserah'];kematian covid19 tembus 1200 bandara soetta padat penumpang ;yuli ratnasari;negative;fear
22/05/2020 08:25;['#habaib', '#habib', '#indonesiaterserah', '#covid19'];ancaman bagi umat islam yang membenci keluarga nabi muhammad saw habaib habib indonesiaterserah covid19 ;abdullah bin muhamad yunus;negative;anger
22/05/2020 08:25;['#indonesiaterserah'];yg bikin indonesiaterserah keknya perempuan deh ini tau sendiri kalo perempuan pas diajak makan pasti bilangnya terserah;;negative;anger
22/05/2020 08:24;['#indonesiaterserah', '#indonesiabangkit', '#indonesiakenapasih'];selamat jalan doksurga menantimuterima kasih banyak indonesiaterserahindonesiabangkitindonesiakenapasih ;gmbl;negative;sad
22/05/2020 08:21;['#indonesiaterserah'];indonesiaterserah bukan hanya umpatan kata kelelahan tenaga medis yang menghadapi bukan hanya lawan covid tetapi juga melawan rakyat yang tak patuh dan pemerintah yang amburadul kalian layak disematkan pahlawan nasional dan aku bersama kalian semua ;rs;negative;anger
22/05/2020 08:17;['#indonesiaterserah'];indonesiaterserah ini org org gue doain lobang pantatnya 9 deh kaya seruling pictwittercomnvsopvju2p;stella;negative;anger
22/05/2020 08:17;['#bansos', '#jps', '#tapanuliutara', '#lawancovid19', '#sumutlawancovid19', '#sumutbermartabat', '#pemprovsumut', '#sumutsmartprovince', '#edyrahmayadi', '#ijeck'];27237 paket bantuan sembako jps untuk warga tapanuli utara disalurkansumber kemenkesri rahmayadiedybansos jps tapanuliutara lawancovid19 sumutlawancovid19 sumutbermartabat pemprovsumut sumutsmartprovince edyrahmayadi ijeck pictwittercomqqhvzardce;covid19 sumut;positive;love
22/05/2020 08:16;['#indonesiaterserah'];detikdetik pria berpakaian apd lakukan aksi tunggal memprotes ramainya mal di tengah wabah covid19indonesiaterserah pictwittercomii6ruuedle;;negative;anger
22/05/2020 08:15;['#indonesiaterserah', '#indonesiaterserahsukasukakalian'];kalau makan yang di perbanyak lauknya jangan paok nyaindonesiaterserahindonesiaterserahsukasukakalian;aprabowo;negative;anger
22/05/2020 08:13;['#indonesiaterserah'];mal dibiarin buka tempat ibadah dipaksa tutupindonesiaterserah;mjefriarizondaputra;negative;anger
22/05/2020 08:13;['#indonesiaterserah'];indonesiaterserah kritik tajam yang harus didengar pictwittercomfegqppm5mk;dakwah tangerang;negative;
22/05/2020 08:12;['#indonesiaterserah'];kpd bappenasri lebih baik nahan nafsu berpolitik dech tdk perlu gomong yg tdk perlu kan sdh di umumkan pemda dkijakarta bahwa kurva msh melandai tp bisa jg naik lg diharapkan stlh psbb ini kurva trs melandai n turun jd nol indonesiaterserah ;golputers;negative;anger
22/05/2020 08:11;['#indonesiaterserah'];indonesiaterserah kritik tajam yang harus didengar ;visi muslim media;negative;
22/05/2020 08:10;['#indonesiaterserah'];tebang pilihhabib disayang rakyat merintihindonesiaterserah;sangkar burung biru;negative;sad
22/05/2020 08:07;['#indonesiaterserah'];lagi banyak indonesiaterserah padahal aku bukan bagian dari itu tapi aku indonesia terus gimana dong;hendro hatmoko;negative;
22/05/2020 08:06;['#viruscorona', '#indonesiaterserah', '#terserahloedeh'];apabila terjadi penularan viruscorona pd saat sholat ied maka muipusat hrs bertanggungjwb menyediakan rumah sakit n pengobatanyaindonesiaterserahterserahloedeh ;golputers;negative;fear
22/05/2020 08:05;['#indonesiaterserah'];2 bulan lbh dirumah ajagk krjagk wfh jugakrn gw org lapanganeh lo yg hrs nya dirmh aj mlhnke pasarke mallcm buat beli kbthn lebaran kan bs online coyy gk pnya rasa empati sdkt pun dg tng medis dan para medis mrk jg pny kel mau lebaran juga kaliindonesiaterserah pictwittercom2jspu01g7r;kiki ndut;negative;anger
22/05/2020 08:04;['#bansos', '#covid19', '#covid19indonesia', '#bandung'];pembagian bansos di bandung ribuan warga berdesakdesakan di kantor pos cihampelas covid19 covid19indonesia bandung;through true  trust 3t;negative;sad
22/05/2020 08:03;['#indonesiaterserah'];kami menyesalkan ulama model begini tdk perduli hukum n aturan tdk punya moral uda tau salah kok marah marahkami menyesalkan muijatimyg tdk mampu mendidik anggotanya menjadi muslim n mukmin yg dpt dijadikan contoh moralindonesiaterserah ;golputers;negative;anger
22/05/2020 08:00;['#ngemallajahterus', '#indonesiaterserah'];ayo kaka yang udah bete di rumah ajah silahkan mampir yah nextakan di sediakan juga liang lahat nya yah kaka ngemallajahterus indonesiaterserah ;   ;negative;anger
22/05/2020 08:00;['#garagaracorona', '#indonesiaterserah', '#covid19', '#kapankapankaloaman', '#merasasedih', '#indonesiakeras', '#coronavirus'];harus terbiasa dengan the new normal life garagaracorona indonesiaterserah covid19 kapankapankaloaman merasasedih indonesiakeras coronavirus ;akang ghego;negative;fear
22/05/2020 07:59;['#indonesiaterserah'];mudik lah indonesiaterserah;bang satriya;negative;anger
22/05/2020 07:58;['#indonesiaterserah', '#indonesiawhatever'];psbb pelanggaran sosial barengbarengpsbb pembelian serentak baju barusukasuka kalian lahindonesiaterserahindonesiawhatever ;muncrat;negative;anger
22/05/2020 07:56;['#indonesiaterserah'];indonesia covid19 vs stupidity siapa yg menang indonesiaterserah pictwittercomdjmabaxz7w;miqr;negative;anger
22/05/2020 07:55;['#indonesiaterserah'];terserah anda sudah jgn koar2 kalo kena ya indonesiaterserah pictwittercomt7elzjbwwd;ghozian hilmi m;negative;anger
22/05/2020 07:51;['#indonesiaterserah'];naah gini dong tegal oh tegal indonesiaterserah ;najib ha ;negative;anger
22/05/2020 07:48;['#indonesiaterserah', '#receh', '#parody', '#komedi', '#comedy'];dear kakakkakak yang masih bandelbandel yang masih keluar rumah sesuai keinginan bukan sesuai kebutuhan yuk cek menu yang tersedia boleh kakakkkk indonesiaterserah receh parody komedi comedy ;aldino tanza miloen;negative;anger
22/05/2020 07:48;['#indonesiawhatever', '#indonesiaterserah'];iya pengunjungnya salah tapi yg lebih salah itu mall toko2 baju department store yg buka yg salahnya paling parah lg itu pihak2 yg mengizinkan mereka buka gak ada kebakaran kalo gak ada api indonesiawhatever indonesiaterserah;rizal bakri;negative;fear
22/05/2020 07:47;['#wonosobo', '#jatenggayeng', '#jatenglawancorona', '#indonesiaterserah', '#covid?19'];waduh apa komentar anda yg baik2 ya jangan di bully info kejadian wonosobo saat petugas melakukan sosialisasi jatenggayengjatenglawancoronaindonesiaterserahcovid19 pictwittercomglkwofzx8s;andri sulistyo;negative;sad
22/05/2020 07:47;['#indonesiaterserah'];dijenengke wong goblok ra trimodijenengke wong ngeyel ra gelmnggresulo ra entuk bantuanngakune wong ra berkecukupandikon nang omah mlh doln metu tuku sandangandirewangi desakan ra naati peraturandoktere berjuang matianmasyarakate buta kahananindonesiaterserah;dimpil;negative;anger
22/05/2020 07:45;['#indonesiaterserah'];adanya tradisi mudik dan berbaju baru di hari lebaran meunculkan ancaman baru di tengah psbb was ang belum dilonggarkanindonesiaterserah pictwittercomsror0r0115;politician academy;negative;fear
22/05/2020 07:44;['#indonesiaterserah', '#covidiot'];tulung slur goblok e dikurangingesakne petugas eindonesiaterserah covidiot pictwittercomxj7yvhbbbp;gentleman;negative;anger
22/05/2020 07:39;['#stayhomestaysafe', '#lawancovid19', '#indonesiaterserah'];warga 62ngehancurin mentaldiskriminasi garda depanstayhomestaysafelawancovid19indonesiaterserah;rasyid;negative;anger
22/05/2020 07:39;['#berkahadadirumah', '#orangkayagaktau', '#ramadhan', '#indonesiaterserah'];kakek penjual cilok menangis saat di kasih sembakoberkahadadirumah orangkayagaktau ramadhan indonesiaterserah rumahmkngratis cnnindonesia republikaonline kompasiana derrysulaiman jokowi detikcom angkasapura2 apairports officialnetnews trans7 hitamputiht7 pictwittercomcrrqfkldek;rumahmakangratis  aditya prayoga 081291000266;positive;love
22/05/2020 07:38;['#stayhomestaysafe', '#indonesiaterserah'];woooiii pulang stayhomestaysafe indonesiaterserah ;gustut;negative;anger
22/05/2020 07:37;['#indonesiaterserah'];hari jumat ini dari rumah sayupsayup terdengar khutbah jumat dari dua masjid berbeda menunjukkan kondisi mulai dianggap kembali normal makanya salat jumat kembali digelar indonesiaterserah;pay;negative;sad
22/05/2020 07:36;['#indonesiaterserah'];terimakasih turun hujan hari ini semoga umat manusia mengertiindonesiaterserah;sibree;positive;love
22/05/2020 07:36;['#indonesiaterserah'];sejak colonial emang udah gini kan sengaja dibikin bodoh biar mudah di sudahlah ngga usah banyak teriak terserah mereka indonesiaterserahdahulu ada spesies manusia mengalami percobaan pembunuhan karna terlalu koarkoar sama ham sadly its happen to me too ;joki pendaftaran sekolah;negative;anger
22/05/2020 07:35;['#indonesiaterserah'];apa ya maksudnya share video ttg covid19 tapi ujung2nya kita juga berserah pada keputusan pemerintah dan turut menjadi indonesiaterserah dan mengikuti seleksi alam segera apa sih tujuannya nggak membantu nggak membuat tenang;yvette duhita;negative;fear
22/05/2020 07:35;['#selamatkansitifadilah', '#indonesiaterserah'];indonseia sekarang butuh orang orang seperti bu siti fadilah selamatkansitifadilah indonesiaterserah;dudung hermana;positive;
22/05/2020 07:33;['#terserahindonesia', '#indonesiaterserah'];perbedaan lagi lagi menjadi buah bibir di indonesia kenapa ketidakadilan semakin membabi buta ketua mpr hanya dengan kata maaf sedangkan habib bahar lagi dan lagi di tahan ketidakadilan sedang tumbuh subur di bumi pertiwiterserahindonesiaindonesiaterserah pictwittercom8vlunzs2kd;ghianynrfhira;negative;anger
22/05/2020 07:32;['#indonesiaterserah', '#kezelpolllll', '#khanmaennn'];sholat di mall aja gimanabiar dibolehinindonesiaterserah kezelpolllll khanmaennn ;ola aswandi;negative;anger
22/05/2020 07:30;['#psbb', '#psbbbelumdilonggarkan', '#indonesiaterserah'];sekilas infopsbb diperpanjang jadi psbbbbbbbbbbbbpembatasan sosial berskala besar belum berakhir bisa bisa bulan berikutnya bahkan bisa berkepanjangan bila banyak budak bedegong bertebaran beli baju buat berlebaran psbb psbbbelumdilonggarkan indonesiaterserah;mantan pejuang nip;negative;fear
22/05/2020 07:29;['#indonesiaterserah'];buat smua orang tolol yg ada di jakarta dan di seluruh indonesia yg tidak menghargai tim mediskeluar rmh aja lo semua biar cpt punahindonesiaterserah;andhiralukassitompul;negative;anger
22/05/2020 07:29;['#indonesiaterserah'];bila akhirnya hanya untuk menutupi malu indonesiaterserah;mohd yahya;negative;sad
22/05/2020 07:27;['#indonesiaterserah'];hasil dari rezim indonesiaterserah semau gue dan rakyat tidak mau patuh tidak mau diatur tidak disiplin ;  ;negative;anger
22/05/2020 07:26;['#indonesiaterserah', '#gampingluweh'];kedua aku liat bapak mo pergi jumatan gapake masker jg malah ada yg ditutupi pake sajadah astaghfirullah pen bilang sm bapak itu deh mangsane antitembus sajadah po korona ki hesss ngel indonesiaterserah gampingluweh;anaknyasunaryo;negative;fear
22/05/2020 07:25;['#indonesiaterserah'];buat warga 62 ditunggu sama kang gali kuburv indonesiaterserah pictwittercomawtvr2fffk;bambanglcs007;negative;anger
22/05/2020 07:22;['#presidenstandupcomedy', '#negaralucu', '#indonesiaterserah'];meskepin lucu tapi aku cinta negaraku banyak orang baik disalahkan banyak orang jahat yang dibenarkan dan ada yang pergi lalu enggak kembalipresidenstandupcomedynegaralucuindonesiaterserah pictwittercomd5mikviae0;sahabat tani;negative;sad
22/05/2020 07:19;['#indonesiaterserah'];pemerintah gue ngerasa kalo semua himbauan dari pemerintah tidak diindahkan sama sekali oleh para warga indonesiaterserah gue tau mungkin pemerintah kurang gercep menangani pandemi ini tapi gue juga tau kalau himbauan yang dikeluarkan pemerintah itu;irmallojs;negative;sad
22/05/2020 07:19;['#indonesiaterserah'];jadi gue cuma pengen berpendapat tentang warga indonesiaterserah yg benerbener keterlaluankalo indonesia lockdown sejak awal pada ngeluh pemerintah gak berperikemanusiaan lah pemerintah gak mikirin ham lah dll;irmallojs;negative;anger
22/05/2020 07:18;['#indonesiaterserah'];teras kangge naon atuh ditutup ari angger aya keramaian mah indonesiaterserah;rudi hidayansyah;negative;anger
22/05/2020 07:17;['#indonesiaterserah'];kasian yang udh beberapa bulan diem dirumahbukannya menurun malah melonjak yang positifindonesiaterserah;k e l;negative;fear
22/05/2020 07:16;['#indonesiaterserah'];negara ini dikontrol bukan oleh rakyat melainkan oleh mafia mau suara rakyat seperti apa bunyinya yang kendalikan angka di server itu tetap seorang simpatisan yang punya hak pilih dan yang memutuskan syah di ma juga seorang kader partai merekaindonesiaterserah;primadona farms;negative;anger
22/05/2020 07:15;['#indonesiaterserah'];indonesiaterserah kritik tajam yang harus didengar lewat onlineindo news;repelita online;negative;anger
22/05/2020 07:15;['#indonesiaterserah'];iya bu sampean takbiran ae perkoro covid19 iku duduk ahline sampean mending kekno liyane aesuwon lho bu jawa timur peringkat ke 2 semangat guysindonesiaterserah;jp mada;negative;anger
22/05/2020 07:15;['#indonesiaterserah'];nakes pontang panting di bulan puasa untuk memberikan pelayanan yang terbaik eh ada yang sibuk beli petasan indonesiaterserah;dhs;negative;anger
22/05/2020 07:12;['#indonesiaterserah'];kadang heran ada yang bilang kalo gak suka kerjaan lu bisa resignwtf kalo gak ada dokter dan perawat siapa yang ngurus covid anjingotak dangkal banget indonesiaterserah ;sulung;negative;anger
22/05/2020 07:10;['#kawinaja', '#lebaran2020', '#eidmubarak', '#presidenstandupcomedy', '#nolan', '#tenet', '#indonesiaterserah', '#jumatberkah'];duh libur sekolah kelamaan kawin aja gitu kawinaja lebaran2020 eidmubarak presidenstandupcomedy nolan tenet indonesiaterserah jumatberkah pictwittercomziuiy5faok;eky aplugi ujang;negative;anger
22/05/2020 07:08;['#indonesiaterserah'];stupid people indonesiaterserah;yy;negative;anger
22/05/2020 07:07;['#indonesiaterserah', '#terserahindonesia', '#terserah'];pada berburu baju di mall nanti kalau udah mati biar gak pakek kain kafan tapi pakek baju baruindonesiaterserah terserahindonesia terserah;beban negara;negative;anger
22/05/2020 07:07;['#indonesiaterserah'];pemprovnya plonga plongok aja indonesiaterserah;natha de coco jelly drink;negative;anger
22/05/2020 07:07;['#indonesiaterserah'];positif covid19 naik 973 dalam sehari selamat wahai manusiamanusia bangsad bawa tuh baju baru kalian ke kuburan manusiamanusia gak ngotak kalian ngelawan maut demi baju baru mampus semua aja kalian biar nggak reproduksi manusiamanusia bodoh lainnya indonesiaterserah;lowborn zaddy;negative;anger
22/05/2020 07:02;['#indonesiaterserah'];kalian yang bikin indonesiaterserah bener bener dirumah aja gak sih ;jika sempat;negative;fear
22/05/2020 06:58;['#indonesiaterserah'];teruntuk orangorang yang sering keluar rumah tanpa ada keperluan kenapa kalian tidak gabung kepada pejuang di garda terdepan mereka butuh orangorang yang tidak takut seperti kalianindonesiaterserah;muhamad gilang;negative;anger
22/05/2020 06:58;['#sitololmudik', '#indonesiaterserah', '#sayangdirisendiri', '#sayangoranglain', '#sayangkeluarga'];yoyoyo yg goblok pada mudik gih biar makin naik trend di tiap daerahkalau udah begini bisa tiap daerah naek angka nya sitololmudik indonesiaterserah sayangdirisendiri sayangoranglain sayangkeluarga ;mat cambuk;negative;anger
22/05/2020 06:56;['#indonesiaterserah'];kemarin pada ngeluh kena phk lah penghasilan gak ada lah gk bisa makan lah dll tpi smua pada brgkt ke mall hanya utk beli baju buat lebaran lah lu mati make baju lebaran duh pliss dong gmna mau selesei pandemi ini gua pgn hidup normal indonesiaterserah;cill;negative;anger
22/05/2020 06:56;['#indonesiaterserah'];tagar indonesiaterserah gambaran kinerja pemerintah antara ada dan tiada pictwittercomztxaztkbbj;macansia;negative;fear
22/05/2020 06:56;['#berkahadadirumah', '#coronavirus', '#indonesiaterserah'];herd immunity seberapa yakin bakal efektif klo dah kek gininaif banget sih indonesia beserta oknum oknum yang memiliki ego sampah dan kepala batunyaberkahadadirumahcoronavirusindonesiaterserah ;reyhanabyan17;negative;anger
22/05/2020 06:55;['#indonesiaterserah'];pandemi banyak phk harga kebutuhan pokok meningkat ekonomi bobrok anehnya daya beli masih tinggi sebetulnya demi gengsi pakaian baru rela menggocek uang lebih sampai memaksakan atau memang mampuindonesiaterserah;f;negative;anger
22/05/2020 06:53;['#cariberitaditvone', '#duasisitvone', '#indonesiaterserah'];tanggapi tagar indonesia terserah dr erlina burhan saya melihatnya sebagai reaksi kekagetan karena selama ini tenaga medis telah berjuang lalu ada wacana relaksasi pelonggaran psbb sehingga timbul lah tagar indonesia terserah cariberitaditvone duasisitvone indonesiaterserah pictwittercoma9mdvaecat;tvonenews;negative;
22/05/2020 06:52;['#ngeyel', '#indonesiaterserah'];sudah ndak mau tau tentang tegal yang sudah lockdown sejak 30 maret dan sekarng sudah jadi zona hijauintinya bukan kota nya atau sosialisasi yang kurangmanusia nya yang emang susah di pahamingeyelindonesiaterserahmending liat kearifan lokal aja nih pictwittercom1ufdjyew89;salescountry;negative;anger
22/05/2020 06:52;['#indonesiaterserah'];apa lebaran harus beli baju baru tapi nanti dipakai pas mati indonesiaterserah;fernandadnk04;negative;anger
22/05/2020 06:51;['#indonesiaterserah'];lagi rame indonesiaterserah pengen tau secara sekilas apa akibatnya kalau masyarakat indonesia battle royalemaen gacha pake nyawa asli atau bahasa ilmiahnya herd immunity boleh dibaca nih tulisan ringan saya ;fhikri fhutera yudan;negative;
22/05/2020 06:49;['#indonesiaterserah'];indonesiaterserah itulah gambaran indonesia sekarangsaling nyinyir dendam gak selesai2saatnya bersatu malah nyebar hoax;capt jack separoh;negative;sad
22/05/2020 06:48;['#indonesiaterserah'];ayo saling bermepet mepetandemi sembako baju baru danbatu nisan kalianjaiyo indonesiaindonesiaterserah pictwittercompx90rmnmau;any problem scum;negative;anger
22/05/2020 06:47;['#indonesiaterserah'];yang hari ini masih heboh hunting baju barunastarkastengelmarjan dan kawannyacatettabis lebaran jangan drama koar hidup susah gara terdampak covid19 luuketidakmampuanmu ngapusiiiiindonesiaterserah;asisnanuna;negative;anger
22/05/2020 06:47;['#indonesiaterserah', '#indonesiaterserahsukasukakalian'];masih kurang ini mahayo kalian bisa pecahkan rekor indonesiaterserah indonesiaterserahsukasukakalian ;rizki dwi nanto;negative;anger
22/05/2020 06:45;['#indonesiaterserah'];gak mau singgung soal indonesiaterserah sih aku;  ;negative;
22/05/2020 06:44;['#coronaviruspandemic', '#lockdown', '#psbb', '#psbbbelumdilonggarkan', '#indonesiaterserah', '#indonesiabangkit'];kritis jernih bicara pakai data negara pd episenter coronaviruspandemic mendapatkan penurunan pada kasus baru setelah pelonggaran lockdown atau psbbpsbbbelumdilonggarkan indonesiaterserah indonesiabangkit jokowi bnpbindonesia mohmahfudmd djrachbini kawalcovid19 pictwittercomyehldsfmsc;arnold mamesah ma;negative;
22/05/2020 06:40;['#indonesiaterserah'];kalau sudah begini biar alam yg menyeleksi indonesiaterserah;andyreds;negative;sad
22/05/2020 06:37;['#indonesiaterserah', '#bukanmenyerah', '#capek', '#karepem'];kan udah kelihatan samudra n bravo penuh masyarakatnya gak taat sosial distensing banyak yg gak pake masker kan bener indonesiaterserah tapi meski begitu kami bukanmenyerah hanya capek dan kami gak perlu dianggap pahlawan apalagi kalo sudah meninggal karepem;sunat tuban dokter heboh;negative;anger
22/05/2020 06:37;['#indonesiaterserah'];untuk bapak presiden yg kami cintai yg kami banggakan tapi bohong indonesiaterserah;andifaqih;negative;anger
