date;hashtag;tweet;username;intent;emotion
22/05/2020 23:15;['#bansos'];bansosfpi pasuruan bersama pengusaha madu bagikan 100 paket sembako untuk kaum dhuafa di penghujung ramadhan ;bay watch;positive;love
22/05/2020 23:11;['#polisitakutjubahputih', '#indonesiaambyar', '#indonesiaterserah'];bebek aja mau di atur dan bisa di aturkenapa manusia kagakksuka heran gue polisitakutjubahputihindonesiaambyarindonesiaterserah;ay;negative;anger
22/05/2020 23:10;['#indonesiaterserah'];gak sabar nunggu nanti malem yaitu malem takbir akan serame apa indonesiaterserah;i l h a m;negative;anger
22/05/2020 23:10;['#bansos', '#beritawajo'];viral foto kades di luwu timur gendong lansia ambil bansos foto kepala desa beritawajo;beritawajo;positive;love
22/05/2020 23:07;['#indonesiaterserah'];ga mau berusaha ngejudge juga karena yaudahlah semua orang punya pilihan masing2 apapun tipenya tadi yaudah terserah namanya aja udah indonesiaterserah cumaa makin kesini asli aku ga bisa diem beneran amat gedek;shandy arthamy;negative;anger
22/05/2020 23:02;['#indonesiaterserah', '#takbiranyeskonserno'];berlebaran ntu ga perlu baroe dan mewahyang penting adaada sepatunyaada tasnyaada jamnyaada bajunyaada uangnyaindonesiaterserahtakbiranyeskonserno pictwittercomsixxehmwvs;kangbendera ;negative;anger
22/05/2020 23:00;['#sakkarepmuto', '#indonesiaterserah'];kok ya urip wong seng koyok ngene kki sakkarepmuto indonesiaterserah pictwittercom72hpuyo6kv;palugada;negative;anger
22/05/2020 22:58;['#herdimmunity', '#genoside', '#indonesiaterserah'];istilah herdimmunity adalah genoside terselubung dalam perang di kenal dengan strategi biarkan tngan kanan membantu sementara tangan kiri membunuh atau lempar bola ke jurang biarkan anjing jatuh lalu salahkan anjing sangat cerdas tapi yasudahlah indonesiaterserah;asep octopus;negative;anger
22/05/2020 22:56;['#indonesiaterserah'];saatnya bilang indonesiaterserah tapi bukan menyerah ;aiguu kamcagiya;positive;sad
22/05/2020 22:54;['#indonesiaterserah'];aku diem dirumah 2 bulan lebih sampe gabisa kumpul sm keluarga tp kalian masyarakat yg gada otak tolol malah keluyuran belanja anjg emang indonesiaterserah;ccaramell;negative;anger
22/05/2020 22:53;['#kitakuat', '#indonesiaterserah'];ngaku lo pada yg suka beli barang ga guna ga penting hajar aja tu keranjang shopee selama karantina tolongg acung jari kitakuat indonesiaterserah ;gress alone;negative;joy
22/05/2020 22:52;['#indonesiaterserah'];mari berdiskusi indonesia terserah para tenaga medis capek sampai mengekspresikan ke jalan kita semua sangat ingin semua kembali normal tapi apa daya kita gk bisa ikutin aturan pemerintah psbb karena butuh makan saya bth jwban apa yg harus kita lakukan indonesiaterserah;dendo agassi santoso;negative;sad
22/05/2020 22:47;['#indonesiaterserah', '#psb'];saya mencoba mematuhi lockdown tapi kepatuhan itu di kecewakan dengan beroprasinya bandara terminal mall dan bisnis perusahaan besar yang bukan kategori pemenuhan kebutuhan mendesak seperti medis pangan dan segala peraturan yang terkesan mainmain indonesiaterserah psb;asep octopus;negative;sad
22/05/2020 22:47;['#indonesiaterserah'];berdesakan berjubelan demi antri belanjaanseolah punya nyawa sembilanpengen marahkalian pongahudahlah terserahindonesiaterserah pictwittercomlfijrr4p17;choke;negative;anger
22/05/2020 22:45;['#indonesiaterserah'];meskipun banyak orang yang bisa belanja ke mall tapi ya mbok ditahan sek lah indonesiaterserah ;nafi;negative;anger
22/05/2020 22:44;['#indonesiaterserah', '#indonesiabangkit'];ayo indonesiaterserah ini di ganti indonesiabangkit gak kasian liat mreka lelah cape jauh dri kluarga hnya untuk kalianayo kita sama berjuangjangan pkirin bsok lebaran harus smua serba barupkirin gimna umur kita jika bsok di panggil yg maha kuasa karna kelalaian kita sndiri;wetengkencot;negative;sad
22/05/2020 22:43;['#indonesiaterserah'];mantap mungkin mogok kerjanya gara2 indonesiaterserah;cuma orang biasa;negative;anger
22/05/2020 22:43;['#indonesiaterserah'];emang kalau gak beli baju lebaran besok mati indonesiaterserah ;gik;negative;anger
22/05/2020 22:38;['#indonesiaterserah'];sprtinya hnya pembodohan public sjcoba psbb diterapkan dr pemerintah rakyat smua patuh mgkin gk akan trjadi sprt ini klw dh kek ini ya udah indonesiaterserah;melody;negative;anger
22/05/2020 22:37;['#covid?19', '#indonesiaterserah', '#indonesiaambyar', '#indonesiamelawancovid19'];ikuti aturan untuk kasus covid19 ini saja sudah gpp jika kalen masih pen memberontak pemerintah indonesiaterserahindonesiaambyarindonesiamelawancovid19;wha;negative;anger
22/05/2020 22:28;['#psbb', '#indonesiaterserah'];efek psbb canda kereligiusan kami yg jadi salah 1 rutinitas dibulan suci berkurang tawanyasltrhmnya on saja ya gk pake sholat id gpp kan sunnah tp pasar transportasi kebal psbb yaudah banyakin canda nglucu aku udah senang dan indonesiaterserah sebatas imsak;jopan;negative;anger
22/05/2020 22:27;['#indonesiaambyar', '#indonesiaterserah', '#mbohkarepmu'];bila kata sudah tidak bisa diungkapkan lagi hanya diam yang menjadi penentu semuanya indonesiaambyarindonesiaterserahmbohkarepmu pictwittercomyrauupf2a7;kiekik;negative;anger
22/05/2020 22:26;['#indonesiaterserah'];tolong ya ada teknologi yg namanya toko online dan lu bebas mau beli apa aj ada outfit kebutuhan rumah tangga makanan juga ada otak juga ada buat di pake di pala luindonesiaterserah;ravelrav;negative;anger
22/05/2020 22:25;['#indonesiaterserah'];hayoo loo mau belajar atau mengulangindonesiaterserah ;arief;negative;
22/05/2020 22:23;['#dirumahaja', '#savetenagamedis', '#indonesiaterserah', '#janganmudik'];bahkan yang sering update status pake dirumahaja savetenagamedis indonesiaterserah janganmudik bisa jadi lagi bukber nongkrong cantik beli baju ke mall atau dijalan mau mudik kalian sehat ;mola;negative;anger
22/05/2020 22:15;['#indonesiaterserah'];gua aja di rumah nungguin covid ampe kaga bisa ngopi ama temenindonesiaterserah;alfianjay;negative;sad
22/05/2020 22:11;['#indonesiaterserah'];indonesiaterserah sayasaya enggak mudiksaya enggak pulang kampung saya enggak kemanasaya sayang keluarga saya dirumahaja;bagazt p;positive;love
22/05/2020 22:07;['#indonesiaambyar', '#indonesiaterserah'];corona hilang gass ngopi indonesiaambyar indonesiaterserah pictwittercom09tdaarwjz;f a n s;positive;
22/05/2020 22:07;['#indonesiaterserah'];entahlah indonesiaterserah ;dil;negative;anger
22/05/2020 21:57;['#indonesiaterserah'];yg satu melarang dan yg satu lge memfasilitasibetapa indah perbedaan di pejabat pd pemerintahan jokowi n mohmahfudmd indonesiaterserah;golputers;negative;anger
22/05/2020 21:54;['#indonesiaterserah'];sakit hati bgt liat tenaga medis malah dimaki garagara indonesiaterserah hhh bener2 gada hati;ily;negative;anger
22/05/2020 21:48;['#covid19', '#indonesiaterserah'];membaca berita ini kok ada yg aneh nih pemerintahan jokowi n mohmahfudmddalam pembuatan protokol kesehatan jk kurva covid19 nol seharusnya kemenkesri n pbidi yg membuat protokol tsb n bappenasri sifatnya hrsnya membantuindonesiaterserah ;golputers;negative;
22/05/2020 21:46;['#indonesiaterserah'];indonesiaterserah situasi sosial masyarakat makin panasrusuh mulai dimana2 rakyat sudah jenuhmuak dengan kebijakan yg amburadurtidak jelas arah kapan ini berhenti atau diberhentikan tolong oposisi fadlizon ramlirizal haikalhassan ustadtengkuzul msaiddidu;cariaman;negative;anger
22/05/2020 21:40;['#indonesiaterserah'];367703 kendaraan tsb mau melakuka perjalan dinas ke kampungnya masing2indonesiaterserah ;golputers;negative;fear
22/05/2020 21:38;['#indonesiaterserah'];tolong pbidi membantu apd ke ogan komiling ilir sumsel byk perawat bertugas dgn jas hujan modal sendiri n ketika protes tenaga medis tsb dipecat jlhnya ratusanindonesiaterserah cc kemenkesri;golputers;negative;sad
22/05/2020 21:32;['#indonesiaterserah'];herd immunity itu hasil bukan tujuanjangan nanya polisi dan tentara tanyak aja ke peternakindonesiaterserah;alban;negative;anger
22/05/2020 21:27;['#indonesiaterserah'];perasaan tenaga medis yg udh berjuang tapi kalian nyepelein merekaterus dengan enaknya berargumen ya itukan resiko pekerjaan kalianwtf sumpah ya bener2 indonesiaterserah dah ;a fabulous tooth fairy;negative;anger
22/05/2020 21:25;['#indonesiaterserah'];aku baru tau ternyata banyak org2 yg malah marah danatau kecewa ke tenaga medis gara2 indonesiaterserah 1 itu cuman tanda kalo tenaga medis kecewa sama warga indo yg malah jalan2 selama pandemi disaat mereka berjuang mati2an2 kalian marah gara2 hastag doang gimana;a fabulous tooth fairy;negative;anger
22/05/2020 21:25;['#indonesiaterserah'];ngomong indonesiaterserah karena gak mampu bukan karena peduli dasar aku pictwittercomzvllgfaqx1;quman;negative;anger
22/05/2020 21:25;['#indonesiaterserah'];ga percaya lagi gua mah ma aturan ini ono ini ono plin plan ga konsisten dan ga efektif indonesiaterserah;dimas pradipta;negative;anger
22/05/2020 21:24;['#kangenbangetgaksih', '#apasihyanggabisa', '#covid?19', '#indonesiaterserah', '#staypositive'];tak pulang bukan nya tak sayang kangenbangetgaksih apasihyanggabisa covid19 indonesiaterserah staypositive;forum umkm indonesia;negative;sad
22/05/2020 21:23;['#indonesiaterserah', '#indonesiaambyar', '#indonesiawhatever', '#bacotsantuy'];mbok minggato corona bajingannnnnnn wes suntuk neng omah waee asuuuuuuindonesiaterserah indonesiaambyar indonesiawhatever bacotsantuy;osas;negative;anger
22/05/2020 21:13;['#indonesiaterserah'];ini sahur lagi kan kemarin gue udah update last sahur in this year hahajgn2 kena prank pemerintah lagi ini indonesiaterserah;sixrion anggoro;negative;anger
22/05/2020 21:13;['#indonesiaterserah', '#udahkapokdiomongin'];semakin sering keluar rumah semakin sering belanja semakin sering berkumpul semakin dekat anda bertemu tuhan semoga menjadi hamba tuhan yang bertaqwaindonesiaterserahudahkapokdiomongin;edward;negative;fear
22/05/2020 21:07;['#indonesiaterserah'];biarkan jadi hukum alam saja yang menentukan siapa yang kuat dia yang bertahan sedangkan siapa yang lemah dia yang akan tersingkir kan karena mau diatur model apapun kalo orangnya bebel buat diatur ya percuma indonesiaterserah;senja ;negative;anger
22/05/2020 21:06;['#indonesiaterserah'];kayanya org org udh pada buntu bgt kali ya mau pake cara aplg buat ngisi kegabutan dirumah makanya org tolol pd bikin kontroversi dan kegaduhan di sosial media buat mencari perhatian ampe seindonesia indonesiaterserah;ucingmeong;negative;anger
22/05/2020 21:03;['#indonesiaterserah'];indonesiaterserah ape metu yo monggoape pinik yo monggoape kupul2 yo monggopenting aku sak bapak ibuk ku wes kapok wss ngerasakno di odp karantina paksa walo dah trbukti negatifselamat sak kerepmu dewe ya;om hono studio;negative;anger
22/05/2020 21:02;['#thenewnormal', '#coronavirus', '#conspiracytheory', '#indonesiaterserah', '#sehabiskerja'];apakah kita bisa menyesuaikan diri dengan the new normal thenewnormal coronavirus conspiracytheory indonesiaterserah sehabiskerja;nano nano;negative;fear
22/05/2020 20:57;['#indonesiaterserah', '#indonesiajanganterserah'];dulu ada pepatah ada 3 orang yg tidak bisasiasia untuk dinasehati yaitu 1 orang yang sedang jatuh cinta2 orang gila3 orang mati2019 tambah satu lagi 4 orang yang dukung capres2020 one more 5 endosia terserahindonesiaterserahindonesiajanganterserah;vvedang ronde;negative;anger
22/05/2020 20:56;['#dirumahsaja', '#mudiktetapdilarang', '#indonesiamelawancovid19', '#indonesiaterserah', '#indonesiajanganterserah'];ada pepatah bilang hilang 1 tumbuh 1000sekarang bedanambah 1 1 jadi 1000berdoa yang terbaik untuk indonesiauntuk semua semoga covid 19 cepat berlaludirumahsaja mudiktetapdilarang indonesiamelawancovid19 indonesiaterserah indonesiajanganterserah ;yudi prasetyo;negative;fear
22/05/2020 20:46;['#yaallah', '#indonesiaambyar', '#indonesiaterserah', '#jokowisilahkanmundur'];negeri ini punya masalah karena orangorang baik diam dan mendiamkanyaallah indonesiaambyar indonesiaterserah jokowisilahkanmundur;esa varau rossain;negative;anger
22/05/2020 20:43;['#indonesiaterserah', '#indonesiawhatever', '#indonesiamelawancovid19'];dah beballlindonesiaterserahindonesiawhateverindonesiamelawancovid19 pictwittercom9j7zojglv4;yahh gitu lah;negative;anger
22/05/2020 20:35;['#indonesiaterserah', '#indonesiamelawancovid19'];respect indonesiaterserahindonesiamelawancovid19 ;binacup;positive;love
22/05/2020 20:34;['#indonesiabangkit', '#indonesiaterserah', '#coronaindonesia'];iyo aku cah jatim deloken ta lah 3095 orang sng positif covid19 nek jatim gak kurang edan wi jok metu sek bih dikandani uangel e mandek o sek nak omah o sek jok egois yoo indonesiabangkitindonesiaterserahcoronaindonesia pictwittercom1bdbqio3tw;caecillia;negative;anger
22/05/2020 20:28;['#indonesiaterserah', '#coronaviruslockdown'];trus lu tu bisa ga sih ngehargain apa yang pemerintah putuskan dan anjurkan lu ga kasian gitu sama tenaga medis yg 24 jam nonstop kerja like wth can u dont be so selfish indonesiaterserahcoronaviruslockdown;caecillia;negative;anger
22/05/2020 20:26;['#covid__19', '#indonesia', '#indonesiaterserah'];gimana indonesia mau bebas dari covid19kalau masyakarat aja ngk patuhi aturan pemerintahdi suruh stay at home tapi masih ada aja yg stay shopping at mallngk kasihan apa sama tim medis yg lagi berjuang demi kesembuhan banyak orangcovid19 indonesia indonesiaterserah;leeeeessss;negative;anger
22/05/2020 20:25;['#indonesiamelawancovid19', '#indonesiajanganterserah', '#indonesiaterserah'];apa kabar indonesiaindonesiamelawancovid19indonesiajanganterserah atau indonesiaterserah;agus muhidin;negative;
22/05/2020 20:24;['#indonesiaterserah'];orang mati tidak merasakan kematiannya orang lainlah yang merasakan sakit atau sedih atas kematian orang itudemikian juga halnya dengan orang bodoh dan kebodohannyaindonesiaterserah ;  ;negative;anger
22/05/2020 20:21;['#indonesiaterserah'];kalau warga indonesia tidak membantu pemerintah dan pemerintah tidak membantu front liner situasi seperti di video ini amat sesuaisekadar nasihat saudara dari warga jiran ;alfirus ahmad;negative;sad
22/05/2020 20:13;['#indonesiaterserah'];katanya banyak hastag indonesiaterserahmerasa bingung sayaini karena putus asa atau memang sudah jenuh dengan berbagai persoalan dan polemik pemerintahan yang ada sekarang ini;gumilar;negative;sad
22/05/2020 20:13;['#indonesiaterserah'];yang ngrantau dibelabelain ga mudik tapi yang disana kok malah nyerbu mall indonesiaterserah;whahahihi;negative;sad
22/05/2020 20:12;['#indonesiaterserah'];setengah mati mereka berjuang demi kalian tapi kalian hanya sia sia kan saja perjuangan mereka perjuangan tim medisindonesiaterserah;muhazuu;negative;sad
22/05/2020 20:04;['#indonesiaterserah', '#belum', '#jagajarak', '#pakaimaskermu', '#cucitangan'];ini cerita lebaran kamiwalau indonesiaterserah kami belum menyerah selamat lebaran tetap jagajarakpakaimaskermu cucitangan ;hadya gorga;positive;sad
22/05/2020 20:03;['#indonesiaterserah', '#psbbbelumdilonggarkan'];cobalah dicontoh yg kayak di jogja ini patuh banget sama psbb gak ngeyelaaan semoga indonesia cepat pulihindonesiaterserah psbbbelumdilonggarkan pictwittercomczeyjjcixu;indonesia most viral;positive;
22/05/2020 20:01;['#indonesiaterserah'];indonesiaterserah deh maunya apa;l r s ;negative;anger
22/05/2020 19:47;['#indonesiaterserah'];ko bilang2 indonesiaterserah tp ko masi nongkrong2 diluar mau ko apa he ;inal;negative;anger
22/05/2020 19:44;['#indonesiaterserah'];skrg kan indonesiaterserah ;surya aja;negative;anger
22/05/2020 19:43;['#indonesiaterserah', '#covid', '#psbb', '#2020berkata', '#konspirasi'];woy ga bisa apa pada diem di rumah kalo ga ada urusan penting penting amat kasian kan bintangemon udah susah payah bikin dpo soal covid kemarenan indonesiaterserah covid psbb 2020berkata konspirasi;faisamuhammad;negative;anger
22/05/2020 19:43;['#indonesiaterserah'];muncul indonesiaterserah pihak medis nampaknya udah mulai frustasi;adit;negative;sad
22/05/2020 19:41;['#indonesiaterserah'];jelang hari h kok malah di ramein lagi bahkan terkesan membingungkan pdhl kurleb sebulan lalu kayak udah dihimbau untuk tidak dilakuin indonesiaterserah;malek;negative;fear
22/05/2020 19:38;['#lebaran', '#thenewnormal', '#covid', '#indonesiaterserah', '#konspirasi', '#rasa', '#cinta'];patokan lebaran lo cuma sebatas baju beduk yaelah sayang banget puasa lo sebulan penuh cuma ngejar baju beduklebaran thenewnormal covid indonesiaterserah konspirasi rasa cinta;faisamuhammad;negative;anger
22/05/2020 19:35;['#savetenagamedis', '#indonesiamelawancovid19', '#indonesiaterserah'];semangat slalu buat garda terdepan semoga semua cepat berlalu tak sabar ingin berkeliling kembali savetenagamedis indonesiamelawancovid19 indonesiaterserah pictwittercomniblvs6gqf;kuygak;positive;love
22/05/2020 19:27;['#indonesiaterserah'];kpu anggaran sgt2 besar tp cuma begittu ajaharusnya bangsa ini bisa sgt berhemat klu kapasitas kpu cuma segituitu baru kpu blm yg lainindonesiaterserah;harry    l a m p e r;negative;anger
22/05/2020 19:26;['#indonesiamelawancovid19', '#indonesiaterserah'];ki podo rungokno bener kui kudu penerojo mung kiro kiro lah iki arep digowo nangdi peraturan wae molah maleh ora jelas mbok yo dipakemke terus dijelasne ojo di gonta gantiindonesiamelawancovid19indonesiaterserah ;dwi wijayantoro;negative;anger
22/05/2020 19:22;['#indonesiaterserah'];pemerintah tetap fokus cari solusi penanggulangantenaga medis fokus pada medisaparat fokus pada keamananmasyarakat keluar jg karna rantai kehidupan harus tetap berjalananeh sih sampe muncul indonesiaterserah semua jg cape dan semua tidak minta keadaan spt skrg;tapikan cocote tok i;negative;anger
22/05/2020 19:17;['#indonesiaterserah', '#indonesiamelawancovid19', '#lebaran', '#indonesiawhatever'];nih curhatan hati tenaga medis indonesiaterserah indonesiamelawancovid19 lebaran indonesiawhatever pictwittercom9kiftokfmh;say my name;negative;sad
22/05/2020 19:07;['#bantuancovid', '#bansos', '#kalaubeginikeren', '#wongsuroboyo'];wah udah cair yg gk dapat tetap berbesar hati yabantuancovidbansoskalaubeginikerenwongsuroboyo;ningtias;positive;
22/05/2020 19:01;['#indonesiaterserah'];ada yg kepikiran gini gabulan puasa aja covid segini gimana kalo uda ga puasa ya mean mayoritas org2 selama 24x7 bakal use their hands yg aku yakin masih banyak yg ga hobi cuci tangan untuk makan let see ae wes apalagi indonesiaterserah herd immunity yaa mbowes;roisa;negative;fear
22/05/2020 19:00;['#indonesiaterserah'];kawan semua semoga allah berikan kesehatanallah berikan kekuatan pada kita semua dari pandemi virus cina iniindonesiaterserah pictwittercomfkam6ifwk6;kangbendera ;positive;love
22/05/2020 18:59;['#lebaran', '#indonesiaterserah', '#jokowisilahkanmundur'];solat di masjid doa paling lama 30 menit dilarang orang di pasar mall atau bandara minimal 60 menit bolehboleh saja lebaranindonesiaterserahjokowisilahkanmundur;ayie;negative;anger
22/05/2020 18:57;['#indonesiaterserah', '#indonesiajanganterserah'];setelah indonesiaterserah kembali muncul tagar baru indonesiajanganterserah ini orang2 maunya apa sudah tau keadaan lagi kacau malah dibikin tambah kacau dengan ketidak tegasan seperti ini;abdkabirhusain;negative;anger
22/05/2020 18:53;['#indonesiaterserah'];tetap semangat walo indonesiaterserah pictwittercomtbfbm9qkhi;bedhi ghassan;positive;love
22/05/2020 18:51;['#indonesiaterserah'];lagi difase terserahindonesiaterserah;c e k e r ;negative;sad
22/05/2020 18:40;['#sumbartasara', '#indonesiaterserah'];bali baju baru banyak untuk bapakai di ruang icusumbartasaraindonesiaterserah;uda novra;negative;anger
22/05/2020 18:38;['#indonesiaterserah'];jdi orang bego banget kosong otak nya kaya bungkus rokok abis indonesiaterserah pictwittercomlucxcrllh3;taftazani ahmad;negative;anger
22/05/2020 18:35;['#indonesiaterserah'];indonesia terserah sudah pernah dibubarkan pada kamis 215 pasar malam bkt buka lagi dan tetap dipadati masyarakat yang pengin berbelanja lebaran indonesiaterserah ;jpnncom;negative;sad
22/05/2020 18:33;['#indonesia', '#indonesiamelawancovid19', '#indonesiaterserah', '#indonesiajanganterserah', '#buming', '#covid__19', '#pemerintah', '#parapejuang', '#paramedis', '#indonesiabandel'];apa si yang ada dalam pikiran merekadan bagaimana tanggapan kalianindonesiaindonesiamelawancovid19indonesiaterserahindonesiajanganterserahbumingcovid19pemerintahparapejuangparamedisindonesiabandel pictwittercommvpsdyt15b;;negative;anger
22/05/2020 18:30;['#indonesiaterserah', '#terserahpemerintah'];negeriku sedang ngacongaconya indonesiaterserahterserahpemerintah;ir ysf;negative;anger
22/05/2020 18:24;['#indonesiaterserah'];cuma bisa ngedoain ajasemoga tetap baik sehat selalu untuk kalian yang tidak peduli dengan orang lain indonesiaterserah;pras;positive;love
22/05/2020 18:23;['#indonesiaterserah', '#psbbbelumdilonggarkan', '#dirumahajaya', '#stayhome'];ingat di luaran begitu banyak orang yg ngeyel yg tdk perduli covid19 yg melawan petugas yg meremehkan corona yg masih belanja baju lebaran ke pasar sediih lihat video iniklo mereka ngambek gimana coba indonesiaterserah psbbbelumdilonggarkan dirumahajaya stayhome pictwittercomfucqej2wnt;janur;negative;fear
22/05/2020 18:16;['#indonesiaterserah'];dinas apaan ya min kemendagri bawa2 tas seabreg gitu indonesiaterserah;dungudistancing;negative;
22/05/2020 18:15;['#terserah', '#indonesiaterserah', '#lebaran'];baju baru alhamdulilah tuk di pakai di alam barzah terserah indonesiaterserah lebaran pictwittercombxm8f2zsky;zamiatun jiwa praja;negative;anger
22/05/2020 18:14;['#covid?19', '#indonesiaterserah'];dari kebijakan muijatim bisa diprediksi minggu dpn warga positip covid19 di jatim akan menyalip jakartaindonesiaterserah ;golputers;negative;fear
22/05/2020 18:13;['#indonesiaterserah'];ayo ayo mana cebong cebong mana cebongayo mampir bong gratis tak usah bayar shoping dan terapi disini semua free indonesiaterserah pictwittercomn9sshpsoar;tetap oposisi;negative;anger
22/05/2020 18:12;['#indonesiaterserah'];pelanggaran apa yang sudah kalian lakukan hari ini indonesiaterserah;;negative;anger
22/05/2020 18:12;['#indonesiaterserah'];indonesiaterserah kowe sakkarepmu;notyourbae;negative;anger
22/05/2020 18:11;['#indonesiaterserah'];pakai lah baju kalian yang baru beli itu buat kalian pakai ke alam kubur indonesiaterserah;uhuk;negative;anger
22/05/2020 18:11;['#covid?19', '#kumparannews', '#indonesiaterserah'];pemerintahan jokowi n mohmahfudmd msh ttp bicara himbauan jk tdk mau ada keramaian tutup mall n pasar jk boleh krn mslah ekonomi tugaskan tnipolri periksa hanya yg punya srt bebas covid19 yg boleh belanjakumparannewsindonesiaterserah ;golputers;positive;
22/05/2020 18:11;['#indonesiaterserah'];anjuran vs laranganindonesiaterserah ;rky ricky kurniawan;negative;anger
22/05/2020 18:11;['#indonesiaterserah'];viral indonesiaterserah iwan fals serukan untuk tak menyerah hadapi pandemi virus corona ;hertanto soebijoto;positive;
22/05/2020 18:09;['#indonesiaterserah'];hidup berdampingan dengan covidngapain psbb pake lokcdown pula indonesiaterserah;jims jims;negative;anger
22/05/2020 18:09;['#indonesiaterserah']; sabarsabar ya untuk temanteman tenaga kesehatan tuhan menyertai selaluindonesiaterserah;samuel paduka;positive;love
22/05/2020 18:07;['#indonesiaterserah'];kadrunkadrun ente kadal gurun paling kereen deh gereja dan tempat ibadah apapun juga di tutup jangan kecil akhlak dan iman druuun nkri dan peraturannya harga matijadi nurut saja indonesiaterserah;surya arasyha;negative;anger
22/05/2020 18:04;['#indonesiaterserah'];masa social distancingku selama beberapa bulan ini gak guna kaya 11000 indonesiaterserah;marukocan;negative;anger
22/05/2020 18:04;['#viruscorona', '#indonesiaterserah', '#cutibersama'];kpd yth pemerintahan jokowi n mohmahfudmd dlm keadaan skrg apa perlu mikirin cuti sfh lbh byk dirumah drpd kerja lbh baik pikirin pandemi viruscorona setelah kurva turun jd nol silahkan cuti bersamaindonesiaterserahcutibersama ;golputers;negative;sad
22/05/2020 18:03;['#indonesiaterserah'];itu yang suka bilangin orang buat dirumah aja untuk mencegah penyebaran covid19 kalo sendirinya gak pake masker ngelanggar psbb kemall borong baju diskonan sini mendekat mau tak ajak tos pake buldozer indonesiaterserah;;negative;anger
22/05/2020 18:01;['#covid19', '#indonesiaterserah', '#psbb', '#psbbmedan', '#coronamedan', '#medansantai', '#pembiaransosialberskalabesar'];alhasil kita menunggu atau sedang diteriaki dgn gelombang kedua covid 19wth indonesiacovid19 indonesiaterserah psbb psbbmedan coronamedan medansantai pembiaransosialberskalabesar;leosih;negative;fear
22/05/2020 18:01;['#covid19', '#indonesiaterserah'];tak mengunjungi orangtua menjadi tindakan cintacovid19 indonesiaterserah;ini mumun;negative;sad
22/05/2020 18:00;['#lebaran', '#indonesiaterserah', '#dirumahsaja', '#lebaran', '#khongguan', '#rengginang'];lebaran kali ini bener mandiri dulu agak ngentengin jauh dr ortu mikirnya msh bisa vcall tp kok rasanya sesedih ini inget tujuan di rantauan adalah bapak ibuk adek please jgn indonesiaterserah dong ttep dirumahsaja kalo gada keperluan lebaran khongguan rengginang pictwittercomeo76jtd03x;igaa;negative;sad
22/05/2020 17:56;['#indonesiaambyar', '#indonesiaterserah'];tmpt tongkrongan juga udah rame lagi q dan paksu cm bisa geleng2 kepala ada lg nongkrong2 dgn alasan bukber terus dgn bangganya tanpa rasa bersalah ngeposting di medsos indonesiaambyar indonesiaterserah;yohanacsitohang;negative;anger
22/05/2020 17:56;['#indonesiaterserah'];indonesiaterserah aja sdh tradisi tumpul aturanyahabib umar assegaf maafkan satpol pp yang nyaris adu pukul dengannya ;newnormal;negative;anger
22/05/2020 17:55;['#savetenagamedis', '#indonesiaterserah'];perjuanganku lebih mudah karena melawan penjajah perjuangan kalian akan lebih berat karena melawan saudara kalian sendiri irsoekarnofenomena hari ini menjadi bukti nyata di depan kita semuasavetenagamedisindonesiaterserah;arif kusuma;negative;sad
22/05/2020 17:53;['#indonesiaterserah'];atas dan bawah tidak akan pernah sama atas dan bawah tidak bisa saling membantu hanya sekedar saling melengkapi indonesiaterserah rnbw;sandy ryan h;negative;sad
22/05/2020 17:43;['#indonesiaterserah', '#indonesiaterserahsukasukakalian'];gua kok heran ya sama orang dapet bantuan malah buat shoping bukan buat beli kebutuhan indonesiaterserah indonesiaterserahsukasukakalian;alex;negative;anger
22/05/2020 17:36;['#indonesiaterserah', '#psbbbelumdilonggarkan'];pasien positif tiap hari melonjak tajam hari ini pasien positif sdh 20790 dn meninggal 1300 org lbh please jangan tambah lg pls jangan ngeyel jangan tambahin beban paramedis kasihanilah mereka mereka lelah please ikuti aturan psbb indonesiaterserah psbbbelumdilonggarkan pictwittercomor98xaoe17;janur;negative;fear
22/05/2020 17:34;['#indonesiaterserah'];indonesiaterserah lah bangg;citranurarni17;negative;anger
22/05/2020 17:31;['#indonesiaterserah'];tim medis istrht deh hampir 3 bln kalian berjuang utk org lain wktnya istirht cukup jaga diri masing2 dan jaga keluarga kalian perjuangan mu sdh cukup jgn sampai kalian meninggalkan keluarga hanya untuk keselamatan orglain yg tdk hargai perjuangan kalian indonesiaterserah;andidesy;negative;sad
22/05/2020 17:29;['#indonesiaterserah'];untuk apa memuji menyemangati nakes jika protes indonesiaterserah dianggap sbg ungkapan putus asa bahkan demoralisasi menghibur diri dari kegagalan negara melindungi hakhak mereka har wib;;negative;anger
22/05/2020 17:27;['#indonesiaterserah'];aturan indonesia fleksibel teh kapan ajah bisa berubah and rakyatkan ngikut prilaku pemimpin kalao pemimpinnya plinplan otomatis sebagian rakyatnya plinplan indonesiaterserah ;rzkyaldy;negative;anger
22/05/2020 17:25;['#indonesiaterserah'];gue sih yakin kalo indonesiaterserah bukan berarti menyerah tapi justru terlihat kesiapan pahlawan medis untuk tetap berada di garda depankarna jelas banget tagarnya ditujukan buat warga 62kalo bahasa gaulnya gue jabanin berapapun pasiennya terseraaaahh pictwittercomotilgedkub;budiman akbar;negative;anger
22/05/2020 17:17;['#indonesiaterserah'];yang duluan cetuskan indonesiaterserah cewe kali yah sukanya bilang terserah ;dzalzabilaf;negative;anger
