date;hashtag;tweet;username;intent;emotion;Rand
31/05/2020 16:05;['#indonesiaterserah', '#indonesiaabnormal', '#indonesiaterserahpakde'];ramainya tempat tempat wisata di sejumlah daerah di indonesia apakah menjadi bukti bahwa masyarakat kita kuat dan makmur lalu apakah masih perlu bansos atau uang bansos buat jalanjalan indonesiaterserah indonesiaabnormal indonesiaterserahpakde;mamaucing;negative;anger;0,688202821
31/05/2020 13:01;['#dirumahaja', '#indonesiaterserah'];psbb macam apa si ya di mana mana macet indonesia naha si mararugul apa karna sudah muak dirumahaja menjadi indonesiaterserah;muhammad firdaus;negative;anger;0,348914056
22/05/2020 07:36;['#indonesiaterserah'];terimakasih turun hujan hari ini semoga umat manusia mengertiindonesiaterserah;sibree;positive;love;0,647337814
31/05/2020 16:50;['#malamku', '#indonesiaterserah'];semua akan membaik pada waktunya percaya saja malamku indonesiaterserah ;sin;positive;sad;0,311312408
28/05/2020 10:49;['#bansos', '#covid19', '#indonesiaindicator'];bantuan sosial bansos bagi masyarakat yang terdampak pandemi covid19 menyita perhatian media online apa saja isu utama yang diberitakan media mainstream tersebut simak info datamin yuk bansos covid19 indonesiaindicator ;indonesiaindicator;positive;love;0,918001911
07/07/2020 02:48;['#indonesiaterserah', '#pemerintahaneh'];suka ngakak sama pemerintah yang so tegas menangani masalah yg sebelumnya padahal pernah terjadi tapi mereka spt tutup mata indonesiaterserah pemerintahaneh;rladudals1171;negative;anger;0,998523815
31/05/2020 02:42;['#indonesiaterserah', '#happysunday', '#newnormal', '#dirumahaja', '#curhat', '#covid19'];jangan sampai indonesiaterserah mari belajar jd pribadi yg lebih baik lebih peduli lebih bersih happysunday newnormal dirumahaja curhat covid19 ;elistia;positive;love;0,897597974
22/05/2020 12:53;['#indonesiaterserah', '#dirumahaja'];sebuah komentar untuk kalian yang peduli akan dunia entah indonesiaterserah atau dirumahaja ya itu pilihan sih ga semua bisa sesuai selera lu tinggal lu milih aja pro kontra bos semuanya gaada yang salah apalagi yang bener tergantung perspektif yang lu pake ;boal;positive;;0,339558979
23/05/2020 13:20;['#bansos'];sebanyak 452 juta keluarga sudah terima blt dana desa bansos;kontan news;positive;;0,839414822
15/06/2020 07:07;['#bansos', '#bansoscovid19', '#bantuansosial', '#jagabansos', '#kpk', '#lampostco', '#lampost', '#lampungpost', '#lampung'];kpk menerima laporan melalui aplikasi jaga bansos hingga minggu 146 kpk menerima 25 keluhan bansos covid19 dari kabupatenkota di provinsi lampung bansos bansoscovid19 bantuansosial jagabansos kpk lampostco lampost lampungpost lampung ;lampung post official;negative;;0,130315258
30/05/2020 07:06;['#indonesiaterserah', '#parapendaki', '#pendakikusam', '#pejalan_id'];jangan saling menyalahkan jika nanti pada akhirnya sementara itu untuk selamanya kataku kangen ga sih kapan bisa segera melepas jenuh ini indonesiaterserah parapendaki pendakikusam pejalanid ;albert budiman;negative;sad;0,918868766
03/06/2020 00:35;['#balikindanahaji', '#mendikbuddicarimahasiwa', '#indonesiaabnormal', '#indonesiaterserah', '#newnormalindonesia'];harusnya si seluruh wilayah negara ini seperti ini tes pcr dan rapid tes gratis balikindanahaji mendikbuddicarimahasiwa indonesiaabnormal indonesiaterserah newnormalindonesia ;bcaralahapaadany ;negative;sad;0,856420092
18/06/2020 16:11;['#dinsoabandarlampung', '#kpk', '#bansos', '#beritalampung', '#lampostco'];dinas sosial dinsos bandar lampung menindaklanjuti adanya laporan terkait penyaluran bantuan sosial bansos di wilayah kota tapis berseri berdasarkan laporan pengaduan yang diterima kpk dinsoabandarlampung kpk bansos beritalampung lampostco ;lampung post official;negative;;0,88653193
16/06/2020 13:33;['#dirumahaja', '#indonesiaterserah', '#indonesiagamenyerah'];tapi ya itu bukan alesan sih buat berenti ngedukasi dan ngajak supaya tetep dirumahaja ngubah indonesiaterserah jadi indonesiagamenyerah;nasywa;negative;sad;0,196208843
01/06/2020 22:12;['#stayathomechallenge', '#stayathome', '#indonesiaterserah', '#covid19', '#workfromhome', '#puisicorona', '#syair', '#curahanhati', '#patahhati', '#dekatdihati', '#dirumahaja', '#bacotsantuy', '#hapuscovid19', '#disiplinpolahidupbaru'];pesan untuk corona part 2 kuatlah garda terdepanku use your plz stayathomechallenge stayathome indonesiaterserah covid19 workfromhome puisicorona syair curahanhati patahhati dekatdihati dirumahaja bacotsantuy hapuscovid19 disiplinpolahidupbaru ;rizka rahmah;positive;love;0,694464534
15/06/2020 06:38;['#radardepok', '#kelurahanpangkalanjatibaru', '#kecamatancinere', '#bansos', '#bantuansosial', '#kotadepok']; 1670 warga kelurahan pangkalanjati baru dapat bansos mantaapp apakah tementemen salah satu penerimanya radardepok kelurahanpangkalanjatibaru kecamatancinere bansos bantuansosial kotadepok ;radardepok;positive;joy;0,20106162
05/07/2020 11:50;['#inspirasi', '#bansos', '#mensos'];ngobrol santai tapi seru dengan mensos pasti juga tentang bansos saksikan di helmy yahya bicara mohon subscribe free inspirasi bansos mensos ;helmyyahya;positive;love;0,020535958
22/06/2020 11:03;['#bansos'];selain itu juga ada bansos program non reguler yang berasal dari kemensos kemendes dan pemerintah daerah;ditjen ikp kominfo;positive;;0,328206845
24/05/2020 10:19;['#indonesiaterserah', '#tulisanemmy', '#updateblog'];jangan katakan indonesiaterserah bila kita ingin memberantas wabah kami nakes tidak bisa bilang terserah updateblog;emmy herlina;positive;fear;0,710401411
04/07/2020 06:35;['#kamuharustau', '#lurah', '#sibolga', '#bansos'];di tengah kesulitan warga garagara pandemi covid19 seorang lurah pancuran bambu diduga selewengkan dana bansos kamuharustau lurah sibolga bansos ;indozone;negative;;0,707574605
25/05/2020 18:39;['#indonesiaterserah'];corona bukan penghalang datang nya thr indonesiaterserah;kar;positive;joy;0,54320917
04/06/2020 04:18;['#garagaracorona'];pertunangan diundur agustus dan terpaksa gua harus berangkat ke bogor dulu oke sip gak tau mau seneng apa sedih garagaracorona;kucing imut doyan makan;negative;sad;0,648286356
09/07/2020 02:52;['#covid19', '#covid19sumut', '#bansos', '#kpk', '#dialogue', '#musarajekshah'];saksikan live interaktif pengawasan penyaluran dana bansos pada masa tanggap bencana covid19 kamis 9 juli 2020 pukul 1700 wib hanya di tvri covid19 covid19sumut bansos kpk dialogue musarajekshah ;dinas kominfo sumut;positive;love;0,001412844
07/06/2020 05:51;['#bansos', '#cegahcovid19'];terima kasih atas partisipasi anda dalam survey online penerimaan bantuan sosial sikap warga terhadap ide jaminan penghasilan dasar universal di indonesia bansos cegahcovid19 ;koalisi perempuan;positive;;0,627260247
03/07/2020 02:21;['#bansos'];113 polemik bansos data kependudukan itu amat sangat dinamis perlu upaya sistemik utk bisa melakukan update data apalagi dengan topologi wilayah indonesia yang beragam tentunya upaya utk melakukan update data punya masalah beragam;dewono siswardiyanto;negative;;0,052964582
30/05/2020 16:16;['#covid19', '#bansos', '#bantuan', '#ulurantangan', '#forum'];ayok tolong daripada ngapain kan bantu yaa covid19 bansos bantuan ulurantangan forum;ig  beneathmyskin;positive;love;0,818269512
24/05/2020 10:08;['#indonesiaterserah'];negeri ini lucu dagelannya banyak yasudah mau apa dikata tp negeri ini indah sempurna terlepas dr penghuni2nya yg unik antik lucu konyol indonesiaterserah kita jgn ikut menyerah ttp semangat perketat protokol kesehatan ;madaaja1692;positive;love;0,078443119
27/06/2020 17:30;['#coronavirus', '#covid19', '#pks', '#kartuprakerja'];pks ketimbang kartu prakerja rakyat lebih butuh insentif rp600 ribu coronavirus covid19 pks kartuprakerja;rayu;negative;sad;0,475876524
24/05/2020 01:54;['#sugengriadi', '#idulfitri2020', '#idulfitri', '#lebaran', '#socialdistancing', '#indonesiaterserah', '#covid__19'];mohon maaf lahir dan batin manteman doa idul fitri ini semoga ini semua cepat berlalu semua kembali normal tanpa coronaamin ya allahsugengriadi idulfitri2020 idulfitri lebaran socialdistancing indonesiaterserah covid19 pictwittercomeugqiilzql;yuni k suhendro;positive;sad;0,106206254
01/06/2020 01:02;['#indonesiaterserah', '#coronavirus'];korona kapan ilang aku pengen dolan indonesiaterserah coronavirus ;pramesti;positive;sad;0,209810771
30/06/2020 15:49;['#covid?Ÿ¬19', '#bansos', '#tni'];kodiklatad terima bantuan 1000 rapid test dan 500 apd guna penanganan covid19 covid19 bansos tni;redaksisuryapagigmailcom;positive;;0,006748417
31/05/2020 16:05;['#indonesiaterserah'];cc atuser atuser atuser wuiiiihhh pada kopdar ya pak gak ada takut2nya sm corona kasian pak dokter sm perawat2 rumah sakit kita mau sampe kapan mereka terpisah dr kluarganya sdangkan orang2 diluar sana pada having fungak peduli wabah indonesiaterserah ;wins afr;negative;anger;0,364824609
23/05/2020 04:31;['#kemensos', '#kemensoshadir', '#gracebatubara', '#bansos', '#juliaribatubara'];penasehat dharma wanita kementerian sosial ri ibu grace batubara menyalurkan langsung bantuan paket sembako kepada warga yang terdampak pandemi covid 19 di duren sawit jakarta timurkemensos kemensoshadirgracebatubara bansosjuliaribatubara pictwittercomweqksmdcbj;satriya mudha;positive;love;0,237799975
25/06/2020 03:34;['#indonesiamismanaged', '#indonesiasalahurus', '#indonesiawhatever', '#indonesiaterserah', '#indonesiaspeechless', '#indonesiamelongo'];hahaha cm segitu dibanggain sdh sngt terlambat lg apa arti kt percepatan pd gusgas coronacovid19 yg hanya dipimpin jendral militer bintang 3 itu indonesiamismanaged indonesiasalahurus indonesiawhatever indonesiaterserah indonesiaspeechless indonesiamelongo;me;negative;anger;0,616042375
30/05/2020 06:40;['#indonesiaterserah', '#kebijakansemrawut', '#dirumahaja', '#disiplinpolahidupbaru', '#penjarakanabujanda', '#bandung', '#beliikannelayan'];hasil evaluasi psbb jabar 15 daerah zona biru lewat atuser indonesiaterserah kebijakansemrawut dirumahaja disiplinpolahidupbaru penjarakanabujanda bandung beliikannelayan;rajomengiyan;positive;joy;0,116399748
31/05/2020 10:49;['#covid19indonesia', '#alfamart', '#indonesiaterserah', '#akselerasibansos', '#disiplinprotokolnewnormal', '#kebijakansemrawut'];ini alfamart mungut bantuan covid tanpa sepersetujuan konsumen tiba2 ada tagihan rp 300 untuk bantuan covid kok gitu yatolong alfamart klarifikasinya atuser covid19indonesia alfamart indonesiaterserah akselerasibansos disiplinprotokolnewnormal kebijakansemrawut ;cheguezafrha;negative;anger;0,04900993
09/06/2020 01:14;['#dulurs', '#bst', '#bansos'];1 dulurs penyerahan bantuan sosial tunai bst atuser di wilayah sukoharjo telah selesai dilaksanakan senin 862020 pkl 07301200 wib bertempat di atuser bansos ;kelurahan sukoharjo kec klojen kota malang;positive;;0,013126378
29/05/2020 07:27;['#indonesiaterserah', '#indonesiabisa', '#covid19'];bangkit frontliner indonesia indonesia pasti bisa saudaramu malaysia indonesiaterserah indonesiabisa covid19;myr;positive;love;0,683835842
29/05/2020 14:38;['#bansos', '#bansoskemensos'];sekumpulan masyarakat kec girsang sipangan bolon kembali menggelar audience dengan ketua gugus tugas kecamatan beserta jajarannya terkait bansos susulan yang dijanjikan seminggu yang lalu atuser atuser atuser atuser bansos bansoskemensos ;naga niel;positive;joy;0,628364338
17/06/2020 06:31;['#pemkotmalang', '#kelurahanbandulan', '#bansos', '#bpntd'];kegiatan pembagian beras daerah rasda bantuan non tunai daerah bpntd dinas sosial pemerintah kota malang kepada 110 keluarga penerima manfaat kpm di kelurahan bandulan tahap ke2 rabu 17 juni 2020 pemkotmalang kelurahanbandulan bansos bpntd ;kelurahan bandulan;positive;;0,575310872
10/07/2020 04:42;['#covid__19', '#indonesiaterserah', '#indonesiamelawancovid19'];positif covid19 nambah 2000 kasus katanya pengen cepet selesai tapi nyatanya maskeran aja yang dimaskeri lehernya bukan mulut atau hidungnya ampun dah covid19 indonesiaterserah indonesiamelawancovid19;fikri yahya;negative;anger;0,357463558
12/06/2020 02:31;['#indonesiaterserah', '#indonesiaabnormal'];indonesias new normal a disaster in the making asia times data ini menyeramkan istilah new normal disalahkaprahkan oleh masyarakat indonesiaterserah indonesiaabnormal ;andri pratama;negative;fear;0,724557166
18/06/2020 16:17;['#kartuprakerja'];tapi sayangnya sebagian peserta lebih mementingkan janji insentifnya sehingga mengambil pelatihan asal memang pelatihan dan bansos agak sulit kalau digabung kartuprakerja;the dregs rules;negative;sad;0,956638101
01/06/2020 13:47;['#coronavirus', '#indonesiaterserah'];kurangi kemungkinan tertular corona dengan mengetahui penyebab penularannya baca di coronavirus indonesiaterserah ;avoca hillsresidence;positive;;0,508945341
12/06/2020 11:51;['#indonesiaterserah'];jgn sampai ada hastag indonesiaterserah jilid 2;lenka;negative;fear;0,524013112
23/05/2020 08:08;['#indonesiaterserah', '#indonesiatawakal', '#viralkan'];mari kita ganti slogan indonesiaterserah diganti indonesiatawakal semoga bisa bertawakal dan berdoa agar pandemi ini bisa berakhirviralkan;mirza ghiffari rahmansyah;positive;love;0,361983864
06/06/2020 10:47;['#bem', '#indonesiaterserah'];bem miris bacanya indonesiaterserah ;wendraanjarwibowo;negative;sad;0,778420014
05/07/2020 09:51;['#bansos'];koordinasi pemerintah pusat dan daerah bansos sukses bansos atuser atuser atuser atuser atuser;syaiful w harahap;positive;joy;0,023399085
23/05/2020 16:43;['#indonesiaterserah'];mohon maaf lahir batin mohon maaf covid19 gajadi pergi indonesiaterserah pictwittercomoza0lcdrr4;pi;positive;sad;0,687281288
02/06/2020 19:44;['#indonesiaterserah'];intinya indonesiaterserahjaga diri sndr sj mnangani pasiensmw tnp kcwli pk apd inilah new normalklo g ada apd y tinggal tolak apapun kasusnyasblm slmtkn org lain slmtkn diri sndr dlkrn klo diri sndr g slmt mn bs nangani org laing ush ributbutuh slmt dl sjg butuh duit;bramantyadsbshjustquarantine;negative;anger;0,289421136
03/07/2020 08:48;['#pati', '#ketuadprd', '#bansos', '#polemik'];ketua dprd pati akui pembagian bansos di desa rawan polemik pati ketuadprd bansos polemik atuser ;murianews;negative;;0,13499971
08/06/2020 16:23;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bansos']; kami pastikan tidak akan ada yg tidak sesuai data insyaallah kami amanah kata sunanto cc atuser atuser kemensos kemensoshadir juliaribatubara bansos;satriya mudha;positive;;0,008687497
15/06/2020 14:33;['#hehe', '#bintangemon', '#indonesiaterserah'];di negara demokrasi kamu bebas ngomong apa aja tapi makan harus cari sendiri di negara komunis makan dicukupi tapi kamu gaboleh mengkritik pemerintah di indonesia kamu gaboleh mengkritik pemerintah tapi makan harus cari sendiri hehe bintangemon indonesiaterserah;sharim;negative;anger;0,393215245
22/05/2020 10:04;['#indonesiaterserah', '#indonesiatidakmenyerah', '#indonesiabangkit', '#indonesiamelawancovid19', '#stopmudikdisiplinpsbb'];indonesia kuat indonesia bisa indonesia pasti menang indonesiaterserahmenjadi indonesiatidakmenyerahindonesiabangkitindonesiamelawancovid19stopmudikdisiplinpsbb pictwittercomg6khpml74j;bentalakelam;positive;love;0,284670809
27/05/2020 15:44;['#muhammadiyah', '#indonesiaterserah'];sebagai orang beriman kita tidak boleh berputus asa kita mohon pada allah swt kiranya umat islam dan bangsa indonesia akan segera dibebaskan dari wabah corona ini muhammadiyah indonesiaterserah ;suara muhammadiyah;positive;love;0,364547222
27/05/2020 16:05;['#indonesiaterserah', '#indonesiabangkit'];dari indonesiaterserah menjadi indonesiabangkit ;damailah indonesiaku;positive;love;0,601448495
31/05/2020 10:42;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bansos', '#bansossembako'];kemensos warga boleh tukar barang jika bansos yg diterima kualitasnya buruk cc atuser atuser atuser atuser atuser kemensos kemensoshadir juliaribatubara bansos bansossembako;satriya mudha;positive;joy;0,050435798
02/07/2020 04:03;['#bansos', '#tagar', '#tagarnews', '#untukindonesia'];atuser sudah warning bansos ga boleh ditunda dan harus tepat sasaran tagar tagarnews untukindonesia ;mauladi fachrian;negative;anger;0,441627435
10/06/2020 03:48;['#indonesiaterserah'];baru juga mau new normal udh nambah 1000 kasus aja indonesiaterserah;berylxx;negative;sad;0,961323468
29/05/2020 17:14;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#banpres', '#bansos', '#bst'];penyaluran bansos di kabupaten bandung barat cc atuser kemensos kemensoshadir juliaribatubara banpres bansos bst;satriya mudha;positive;love;0,157395994
22/05/2020 10:27;['#dirumahaja', '#indonesiaterserah', '#indonesiajanganterserah'];yuk terus semangat terutama untuk tenaga medis untuk kita semua yuk tetap patuhi anjuran pemerintah untuk sllu mematuhi peraturansedih banget awalnya pake dirumahaja lalu kemaren indonesiaterserah sekrang yuk kita rubah jadi indonesiajanganterserah kita pasti bisa semangat pictwittercomckqcu0chus;anggi sapitri;positive;love;0,359598561
08/07/2020 13:59;['#indonesiabisa', '#indonesiaterserah'];untuk selesaikan covid19 mereka banyak masalah yang berantai perlu diselesaikan dahulu semoga mereka berjaya harunginya indonesiabisa atau indonesiaterserah;alfirus ahmad;negative;sad;0,425780516
21/05/2020 09:38;['#ikatanadmin', '#persela', '#masker', '#covid19', '#indonesiaterserah'];berbagi masker bersama para tim meskipun tidak seberapa namun sangat berarti ikatanadmin persela masker covid19 indonesiaterserah pictwittercomyh7awoen6x;perselaonline;positive;love;0,000119796
08/06/2020 09:55;['#pemkotmalang', '#kelurahanbandulan', '#bansos'];pembagian bantuan sosial tunai bst kementrian sosial tahap kedua bagi warga terdampak covid19 di kelurahan bandulan senin 8 juni 2020 pemkotmalang kelurahanbandulan bansos ;kelurahan bandulan;positive;;0,915074091
04/06/2020 21:38;['#terserahloedeh', '#indonesiaterserah'];ancour minah bikin masalah baru yg memaksa maskapai gulung tiker kenapa tdk dilarang terbang sja terbang dibawah 1jam msh logis gimana yg diatas 3jam gimana meteka yg diabet terserahloedeh indonesiaterserah ;golputers;negative;anger;0,577060615
09/06/2020 01:08;['#coronavirus', '#indonesiaterserah', '#?????¦?§??ñ????????'];kukira pgn atasi coronavirus ternyata malah jadi pgn hidup brdampingan dengan nya indonesiaterserah ;wei  ;negative;anger;0,110112455
23/05/2020 05:41;['#cekbansos', '#bansos', '#bantuansosial'];cara mudah cek bansos klik dan login atau via aplikasi siksdataku cekbansos bansos bantuansosial via tribunkaltim;tribunkaltimco;positive;;0,832770794
02/06/2020 14:52;['#indonesiabisa', '#indonesiabisa', '#indonesiaterserah', '#letsfightcovid19together', '#frontlinermalaysia'];indonesiabisa to all frontliners in indonesia kalian harus semangat ya teruskan perjuangan jangan pernah putus asa indonesiabisa indonesiaterserah letsfightcovid19together frontlinermalaysia ;ferdaus lazin ;positive;love;0,521566859
10/07/2020 06:52;['#anggaran', '#bansos', '#bantuansosial'];alokasi anggaran bantuan sosial pada 2020 di kementerian sosial rp 10021 triliun hingga 9 juli 2020 6423 persen atau rp 6436 triliun dari uang tersebut sudah berpindah ke kantong masyarakat anggaran bansos bantuansosial ;tempoco;positive;;0,961117913
22/05/2020 05:58;['#staysafe', '#indonesiaterserah', '#indonesiaterserahsukasukakalian'];just do our best and let god do the rest harapan2 dan doa baik utk semua orang2 cerdas indonesia yg patuh dan taat semoga pandemi cepat berakhir dan staysafe semuanya semangat buat tenaga medis di rumah sakit indonesiaterserahindonesiaterserahsukasukakalian;kameida;positive;love;0,65012187
31/05/2020 14:03;['#indonesiaterserah'];utamanya emang masalah ekonomi tapi apa iya demi ekonomi kondisi masih kritis maksain nn pada sotoy ngga belajar dr kasus nn negara lain indonesiaterserah pakar epidemiologi sayangkan pernyataan jokowi dan anies jokowi keleus bukan anies ;guinevere;negative;anger;0,865256691
03/06/2020 06:26;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bansos'];mensos dana bantuan jangan buat beli rokok cc atuser atuser atuser atuser kemensos kemensoshadir juliaribatubara bansos ;satriya mudha;negative;anger;0,508752474
10/06/2020 08:02;['#bansos'];ngasih bantuan kagak tapi komentar trus emangnya medsos gak malu pake jas spatu baju clana sempak mobil semua dibeli pake uang rakyat soal penyaluran bansos mardani pks nilai pemerintah makin ngawur bansos via atuser ;om bro joko;negative;anger;0,988688509
10/06/2020 14:53;['#covid19', '#indonesiaterserah', '#malasuerte'];udah 2 hari kasus positif covid udah mencapai 1000 kasus ini kurva di indo bukannya turun tapi terus naik serius mau dibiarkan hukum alam yang kebal selamat yang ga kebal meninggal covid19 indonesiaterserah malasuerte;joki tugas sekolah kuliah bikin cv;negative;fear;0,349562779
04/06/2020 09:34;['#pilkada2020', '#indonesiaterserah'];dana pilkada 2020 tidak dialihkan utk penanganan c19 dan budget ditambah utk memenuhi prototokol c19 pilkada2020 lebih penting dari penanganan c19 indonesiaterserah;reza indrawan;positive;;0,203179295
06/06/2020 08:27;['#headlinejabar', '#bansos', '#jawabarat', '#covid_19', '#pikobar', '#beritajawabarat', '#kabarjabar', '#infojabar'];headline jawa barat pemprov jawa barat salurkan paket bansos bagi 600 krts headlinejabar bansos jawabarat covid19 pikobar beritajawabarat kabarjabar infojabar;headlinebogor;positive;;0,528923767
03/06/2020 17:38;['#dirumahaja', '#lawancovid19', '#pakaimaskerjagajarakcucitangan', '#bansos', '#infososial', '#tangerang', '#ciledug'];kami di suruh dirumahaja lawancovid19 pakaimaskerjagajarakcucitangan tp knapa bansos tak kunjung terimasedang sy butuh buat mberi nafkah keluarga infososial tangerang ciledug ;fakegojek ;negative;sad;0,560442828
31/05/2020 23:25;['#garagaracorona', '#dirumahaja']; cuma bs nginget aj garagaracorona jadi dirumahaja ;fz;negative;sad;0,542666688
29/05/2020 14:01;['#bansos', '#bansostunai', '#bansoscovid19', '#mensos', '#juluaribatubara'];program bansos covid19 diperpanjang hingga desember bst turun dari rp600 ribu jadi rp300 ribu bansos bansostunai bansoscovid19 mensos juluaribatubara;monitor indonesia;positive;sad;0,569843703
31/05/2020 21:33;['#indonesiaterserah'];indonesiaterserah medis kerepotan pasien covid masyarakat juga keteteran pangan sandang jdi siapa yg mau disalahin wkwkw;senjataianjing;negative;anger;0,523437773
27/05/2020 05:59;['#kelurahandago', '#dagokianbersinar', '#satgascovid19', '#bansos', '#lpm', '#karangtaruna', '#linmas', '#babinsa', '#babinkamtibmas', '#tigapilar', '#mangprangsalawasna'];tetap bergerak sehat selalu kelurahandago dagokianbersinar satgascovid19 bansos lpm karangtaruna linmas babinsa babinkamtibmas tigapilar mangprangsalawasna kantor pos dago ;agus sukaryat;positive;love;0,882667791
03/06/2020 10:35;['#ngewe', '#dipecatkokdibela', '#nadiemmanamahasiswamerana', '#balikindanahaji', '#kesembuhacovid', '#jakarta', '#surabaya', '#jawabarat', '#jawatimur', '#indonesiaterserah', '#indonesia', '#aktifqq', '#dampakcorona', '#kematian'];tidak bisa napas penyakit sadis mengerikan ada disekitar anda ngewe dipecatkokdibela nadiemmanamahasiswamerana balikindanahaji kesembuhacovid jakarta surabaya jawabarat jawatimur indonesiaterserah indonesia aktifqq dampakcorona kematian ;jenny;negative;anger;0,50701318
09/06/2020 18:17;['#coronavirus', '#covid19', '#aniesbaswedan', '#bansos'];jumlahnya lebih besar pemprov dki sudah siapkan bansos rp 53 triliun hingga desember coronavirus covid19 aniesbaswedan bansos;rayu;positive;;0,216077968
08/07/2020 06:22;['#jawabarat', '#bansos', '#covid?Ÿ¬19'];pemprov jabar melalui dinsos jawabarat agar segera menyalurkan bantuan sosial bansos bagi warga terdampak covid19 mulai 9 juli 2020 ;whynote;positive;;0,797120989
13/06/2020 12:11;['#indonesiaterserah'];coba check gor sunter tiap sabtu dan minggu 6 pagi dan 4 sore masa di kumpulkan untuk senam aerobik rame2 penularan covid pake masker cmn buat dokumentasi saja indonesiaterserah bei gor sunter;sylvia sysil;negative;anger;0,257752293
24/05/2020 19:54;['#eidmubarak', '#covidsafe', '#indonesiaterserah'];mohon maaf lahir bathin buat tim medis karna kami nakal eidmubarak covidsafe indonesiaterserah;dehan maifadli;positive;love;0,868273435
22/06/2020 10:40;['#bansos'];kemendes pdtt catat 91 desa sudah salurkan blt dana desa bansos;kontan news;positive;;0,982339259
06/06/2020 13:38;['#bansos', '#kpk', '#nasional', '#aplikasibansos'];seminggu peluncuran aplikasi bansos kpk terima 118 keluhan nasional aplikasibansos;teraslampung;negative;;0,928000232
29/05/2020 13:34;['#newnormalindonesia', '#newnormal', '#peluangusaha', '#bisnis', '#ruuciptakerja', '#skill', '#kartuprakerja', '#covid19', '#covid19indonesia'];ternyata ada beberapa peluang usaha yang bisa kita jalankan di era new normal bray menurut ente peluang usaha apa lagi nih yang menjanjikan di era new normal newnormalindonesia newnormal peluangusaha bisnis ruuciptakerja skill kartuprakerja covid19 covid19indonesia ;pemburu kerja;positive;joy;0,306216228
14/06/2020 17:58;['#indonesiaterserah', '#drtirta'];apapun yg di lakukan sampean bakal tetap di goreng dan di bolak balik sampe mateng jd indonesiaterserah itu kyk x sdh pantas drtirta ;rangga jusmi prakoso;negative;anger;0,27213582
02/06/2020 20:17;['#covid19malaysia', '#covid19', '#coronaviruspandemic', '#corona', '#indonesiaterserah', '#malaysiagazette', '#covid19malaysia', '#indonesiamelawancovid19'];indonesia pun jeles dengan cara malaysia menangani masalah covidtahniah malaysiathe safiest country in entire world covid19malaysia covid19 coronaviruspandemic corona indonesiaterserah malaysiagazette covid19malaysia indonesiamelawancovid19;h z q m h d;negative;sad;0,156477717
14/06/2020 00:22;['#indonesiaterserah'];sepedaan ala deg2an indonesiaterserah ;nurulr;negative;fear;0,577535473
17/06/2020 13:22;['#dedjawatan', '#bansos', '#senipariwisata'];bantuan sosial bagi pelaku seni pariwisata banyuwangi provinsi jawa timur di de djawatan benculuk cluringvdeo di cnl ytbe discovery banyuwangiatuser atuser dedjawatan bansos senipariwisata ;discoverybanyuwangi;positive;love;0,253937475
29/05/2020 06:09;['#kartuprakerja', '#indonesiasejahtera'];program bantuan biaya pelatihan dan insentig bagi para pekerja kartuprakerja indonesiasejahtera ;sundajkt;positive;love;0,113020942
31/05/2020 16:59;['#bansos', '#coronavirus'];aleg atuser kutuk dugaan penyimpangan bansos coronavirus dissos dan kepalo tiyuh tirta makmur bakal dipanggil atuser ;waktuindonesiaid promosi;negative;sad;0,159970936
31/05/2020 11:24;['#indonesiaterserah', '#indonesiaabnormal', '#indonesiaterserahpakde', '#bahayadibalikruuhip', '#newnormalislamipilihannya'];indonesiaterserah indonesiaabnormal indonesiaterserahpakde bahayadibalikruuhip newnormalislamipilihannya mau minta tolong sama siapa kalau bukan kpd allah ;arrei;negative;sad;0,043929415
13/06/2020 08:53;['#juliaribatubara', '#kemensos', '#kemensoshadir', '#bansos'];mensos atuser berikan bantuan di gor karet tengsin cc atuser atuser atuser juliaribatubara kemensos kemensoshadir bansos;satriya mudha;positive;;0,969045203
21/05/2020 13:06;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bansos', '#kotasurakarta'];kunjungi kota solo menteri sosial pantau langsung penyaluran bantuan sosial cc juliaribatubara kemensosri kemensos kemensoshadir juliaribatubara bansos kotasurakarta;satriya mudha;positive;love;0,663150168
20/05/2020 22:57;['#indonesiaterserah'];indonesiaterserah yg sabar ya buat para petugas medispetugas keaaman dan semua yg diberi tugas untuk menangani pandemi;nama saya;positive;love;0,854709193
04/06/2020 17:07;['#kemensoshadir', '#pkh', '#bansos']; seiring kebijakan baru ini saya mohon agar masyarakat betulbetul dibantu dimudahkan dalam mengakses bansos lindungi mereka saat mengambil bansos di atm atau agen bank dengan cara mengikuti protokol kesehatan cc atuser kemensoshadir pkh bansos;satriya mudha;negative;fear;0,65486745
04/07/2020 11:50;['#bansos'];bansos dki masih ada apa udah meresap ke dalam tanah bansos;hansip;negative;anger;0,31007865
09/06/2020 12:05;['#indonesiamelawancovid19', '#indonesiaterserah'];indonesia tak kekurangan orang lucutapi indonesia kekurangan orang yang bermutu indonesiamelawancovid19 indonesiaterserah;rfliakbr;negative;sad;0,251812129
